message number,latency (usec),message size,interval (usec),
15648,2327,4,100000,
15649,25367,4,100000,
15650,2915,4,100000,
15651,2424,4,100000,
15652,2125.5,4,100000,
15653,3049.5,4,100000,
15654,2550,4,100000,
15655,3307,4,100000,
15656,2152,4,100000,
15657,2720.5,4,100000,
15658,3537.5,4,100000,
15659,3108.5,4,100000,
15660,3037,4,100000,
15661,2489.5,4,100000,
15662,2222.5,4,100000,
15663,2019.5,4,100000,
15664,2686.5,4,100000,
15665,2420,4,100000,
15666,2148.5,4,100000,
15667,1934,4,100000,
15668,2796,4,100000,
15669,2356.5,4,100000,
15670,2364,4,100000,
15671,3265,4,100000,
15672,2690,4,100000,
15673,2241,4,100000,
15674,2982.5,4,100000,
15675,2697,4,100000,
15676,2434,4,100000,
15677,2121,4,100000,
15678,2954.5,4,100000,
15679,2591.5,4,100000,
15680,2465,4,100000,
15681,1960.5,4,100000,
15682,2701,4,100000,
15683,2403.5,4,100000,
15684,2117.5,4,100000,
15685,2759,4,100000,
15686,2743,4,100000,
15687,2467.5,4,100000,
15688,2907.5,4,100000,
15689,2630,4,100000,
15690,2352.5,4,100000,
15691,3056.5,4,100000,
15692,2765.5,4,100000,
15693,2471.5,4,100000,
15694,3143.5,4,100000,
15695,2897,4,100000,
15696,2761,4,100000,
15697,2315,4,100000,
15698,3011,4,100000,
15699,2747,4,100000,
15700,2457,4,100000,
15701,2152,4,100000,
15702,2863.5,4,100000,
15703,2576.5,4,100000,
15704,2288.5,4,100000,
15705,2980,4,100000,
15706,2891,4,100000,
15707,3444.5,4,100000,
15708,2176,4,100000,
15709,2851.5,4,100000,
15710,2550,4,100000,
15711,3283,4,100000,
15712,2187.5,4,100000,
15713,2662,4,100000,
15714,2376.5,4,100000,
15715,3106.5,4,100000,
15716,2809,4,100000,
15717,2504,4,100000,
15718,2254.5,4,100000,
15719,2905,4,100000,
15720,2619,4,100000,
15721,2326,4,100000,
15722,2105.5,4,100000,
15723,2746,4,100000,
15724,2458.5,4,100000,
15725,2455.5,4,100000,
15726,1924.5,4,100000,
15727,2655,4,100000,
15728,2346.5,4,100000,
15729,2241,4,100000,
15730,2880.5,4,100000,
15731,2449,4,100000,
15732,2190,4,100000,
15733,1889.5,4,100000,
15734,2624,4,100000,
15735,2530,4,100000,
15736,2004,4,100000,
15737,2953.5,4,100000,
15738,2428.5,4,100000,
15739,2099,4,100000,
15740,2978,4,100000,
15741,2537,4,100000,
15742,2236.5,4,100000,
15743,1925,4,100000,
15744,2862.5,4,100000,
15745,2343.5,4,100000,
15746,2040,4,100000,
15747,2774.5,4,100000,
15748,2499.5,4,100000,
15749,2186,4,100000,
15750,3089,4,100000,
15751,2585.5,4,100000,
15752,2311,4,100000,
15753,2006.5,4,100000,
15754,2755.5,4,100000,
15755,2471,4,100000,
15756,2159,4,100000,
15757,2897,4,100000,
15758,2774.5,4,100000,
15759,2330,4,100000,
15760,3179,4,100000,
15761,2722.5,4,100000,
15762,2426,4,100000,
15763,2148.5,4,100000,
15764,2920.5,4,100000,
15765,2610,4,100000,
15766,2400,4,100000,
15767,9956.5,4,100000,
15768,2797,4,100000,
15769,2506.5,4,100000,
15770,2294,4,100000,
15771,1947,4,100000,
15772,2606,4,100000,
15773,2390.5,4,100000,
15774,2102,4,100000,
15775,3003.5,4,100000,
15776,2536,4,100000,
15777,2249,4,100000,
15778,3168,4,100000,
15779,2688.5,4,100000,
15780,2384.5,4,100000,
15781,2272,4,100000,
15782,2812,4,100000,
15783,2622.5,4,100000,
15784,2235,4,100000,
15785,3094.5,4,100000,
15786,2658,4,100000,
15787,2374,4,100000,
15788,2098,4,100000,
15789,2885.5,4,100000,
15790,NULL,4,100000,
15791,2452.5,4,100000,
15792,2968,4,100000,
15793,2681,4,100000,
15794,2375,4,100000,
15795,3100.5,4,100000,
15796,2805,4,100000,
15797,3572.5,4,100000,
15798,2245.5,4,100000,
15799,2033,4,100000,
15800,2720,4,100000,
15801,2406,4,100000,
15802,2187.5,4,100000,
15803,2886.5,4,100000,
15804,2724,4,100000,
15805,2262.5,4,100000,
15806,2012,4,100000,
15807,2694,4,100000,
15808,2409,4,100000,
15809,2160,4,100000,
15810,2845,4,100000,
15811,2627.5,4,100000,
15812,2476.5,4,100000,
15813,2045,4,100000,
15814,2802.5,4,100000,
15815,2868.5,4,100000,
15816,2205,4,100000,
15817,2971,4,100000,
15818,2585,4,100000,
15819,2285,4,100000,
15820,1983,4,100000,
15821,2708,4,100000,
15822,2389.5,4,100000,
15823,3064,4,100000,
15824,2784,4,100000,
15825,3509,4,100000,
15826,2288.5,4,100000,
15827,2978.5,4,100000,
15828,2729.5,4,100000,
15829,2463.5,4,100000,
15830,2210,4,100000,
15831,1918.5,4,100000,
15832,2795.5,4,100000,
15833,2337,4,100000,
15834,2056,4,100000,
15835,2776.5,4,100000,
15836,2488.5,4,100000,
15837,2202,4,100000,
15838,2936.5,4,100000,
15839,2658,4,100000,
15840,2349,4,100000,
15841,2154.5,4,100000,
15842,2828,4,100000,
15843,3561.5,4,100000,
15844,2547,4,100000,
15845,2024,4,100000,
15846,2690.5,4,100000,
15847,2497.5,4,100000,
15848,3163,4,100000,
15849,2905,4,100000,
15850,2620.5,4,100000,
15851,2321,4,100000,
15852,3019.5,4,100000,
15853,2908,4,100000,
15854,2685.5,4,100000,
15855,2171,4,100000,
15856,3032,4,100000,
15857,2635.5,4,100000,
15858,2351.5,4,100000,
15859,3026.5,4,100000,
15860,3001,4,100000,
15861,2636.5,4,100000,
15862,2177.5,4,100000,
15863,2837.5,4,100000,
15864,2604,4,100000,
15865,2297.5,4,100000,
15866,2004,4,100000,
15867,2900,4,100000,
15868,2473.5,4,100000,
15869,2393,4,100000,
15870,2879.5,4,100000,
15871,2582,4,100000,
15872,2320.5,4,100000,
15873,2163.5,4,100000,
15874,2756.5,4,100000,
15875,2480,4,100000,
15876,2184.5,4,100000,
15877,2902,4,100000,
15878,2637,4,100000,
15879,2393,4,100000,
15880,2043,4,100000,
15881,2766,4,100000,
15882,2440.5,4,100000,
15883,2216,4,100000,
15884,2896,4,100000,
15885,2603.5,4,100000,
15886,2540,4,100000,
15887,2092.5,4,100000,
15888,2747.5,4,100000,
15889,2468.5,4,100000,
15890,2210.5,4,100000,
15891,2887,4,100000,
15892,2584,4,100000,
15893,2350,4,100000,
15894,2083.5,4,100000,
15895,3767,4,100000,
15896,3519,4,100000,
15897,2178.5,4,100000,
15898,2929,4,100000,
15899,2593.5,4,100000,
15900,2915.5,4,100000,
15901,2056,4,100000,
15902,2775.5,4,100000,
15903,2477.5,4,100000,
15904,3152,4,100000,
15905,1905,4,100000,
15906,2631.5,4,100000,
15907,2527,4,100000,
15908,2048.5,4,100000,
15909,2754,4,100000,
15910,3445,4,100000,
15911,2172.5,4,100000,
15912,1874,4,100000,
15913,2616.5,4,100000,
15914,2319,4,100000,
15915,2096.5,4,100000,
15916,2754,4,100000,
15917,2460.5,4,100000,
15918,2168,4,100000,
15919,2911.5,4,100000,
15920,2612.5,4,100000,
15921,18214,4,100000,
15922,2035,4,100000,
15923,2748,4,100000,
15924,2455.5,4,100000,
15925,2190,4,100000,
15926,2906,4,100000,
15927,2623,4,100000,
15928,2369,4,100000,
15929,2138,4,100000,
15930,2777,4,100000,
15931,2530,4,100000,
15932,2300.5,4,100000,
15933,2033,4,100000,
15934,2738.5,4,100000,
15935,2445,4,100000,
15936,2224,4,100000,
15937,2918.5,4,100000,
15938,2680,4,100000,
15939,2392.5,4,100000,
15940,2280.5,4,100000,
15941,2955,4,100000,
15942,2427.5,4,100000,
15943,2137,4,100000,
15944,2856.5,4,100000,
15945,2582.5,4,100000,
15946,2303,4,100000,
15947,2034.5,4,100000,
15948,2729,4,100000,
15949,2464,4,100000,
15950,2177,4,100000,
15951,2127.5,4,100000,
15952,2580.5,4,100000,
15953,2487.5,4,100000,
15954,2001.5,4,100000,
15955,2911,4,100000,
15956,2421.5,4,100000,
15957,2289,4,100000,
15958,2789,4,100000,
15959,2484,4,100000,
15960,2202.5,4,100000,
15961,2888.5,4,100000,
15962,2575.5,4,100000,
15963,2495,4,100000,
15964,2051.5,4,100000,
15965,2988.5,4,100000,
15966,2526,4,100000,
15967,2267.5,4,100000,
15968,2045,4,100000,
15969,2740.5,4,100000,
15970,2515,4,100000,
15971,2244,4,100000,
15972,1981,4,100000,
15973,2841.5,4,100000,
15974,2456.5,4,100000,
15975,2192,4,100000,
15976,1933.5,4,100000,
15977,2680.5,4,100000,
15978,2418.5,4,100000,
15979,2148.5,4,100000,
15980,2888.5,4,100000,
15981,2617.5,4,100000,
15982,2339.5,4,100000,
15983,2255.5,4,100000,
15984,2820.5,4,100000,
15985,2517,4,100000,
15986,2300.5,4,100000,
15987,2091.5,4,100000,
15988,2772,4,100000,
15989,2508.5,4,100000,
15990,2301,4,100000,
15991,2024.5,4,100000,
15992,2721,4,100000,
15993,2655.5,4,100000,
15994,2233,4,100000,
15995,1964,4,100000,
15996,2666.5,4,100000,
15997,2425,4,100000,
15998,2164,4,100000,
15999,2881,4,100000,
16000,2527.5,4,100000,
16001,2506.5,4,100000,
16002,2051.5,4,100000,
16003,2895,4,100000,
16004,2503.5,4,100000,
16005,2252,4,100000,
16006,2093,4,100000,
16007,2644.5,4,100000,
16008,2576.5,4,100000,
16009,3136.5,4,100000,
16010,2976,4,100000,
16011,2495,4,100000,
16012,2442,4,100000,
16013,1950.5,4,100000,
16014,2675,4,100000,
16015,2360.5,4,100000,
16016,2091.5,4,100000,
16017,2960.5,4,100000,
16018,2506.5,4,100000,
16019,2241.5,4,100000,
16020,1937,4,100000,
16021,2631,4,100000,
16022,2311,4,100000,
16023,2061,4,100000,
16024,2899,4,100000,
16025,2419,4,100000,
16026,2291.5,4,100000,
16027,2813.5,4,100000,
16028,2655,4,100000,
16029,2224.5,4,100000,
16030,3110.5,4,100000,
16031,2651.5,4,100000,
16032,2347,4,100000,
16033,3022,4,100000,
16034,2689,4,100000,
16035,2398.5,4,100000,
16036,3135,4,100000,
16037,2994,4,100000,
16038,2516.5,4,100000,
16039,2262.5,4,100000,
16040,2931.5,4,100000,
16041,2674,4,100000,
16042,2382,4,100000,
16043,2116,4,100000,
16044,2965,4,100000,
16045,2671,4,100000,
16046,2202.5,4,100000,
16047,3030,4,100000,
16048,2569.5,4,100000,
16049,2302.5,4,100000,
16050,2994,4,100000,
16051,2675,4,100000,
16052,2442.5,4,100000,
16053,3126,4,100000,
16054,2892,4,100000,
16055,2601,4,100000,
16056,2377.5,4,100000,
16057,2084.5,4,100000,
16058,3034,4,100000,
16059,2741.5,4,100000,
16060,2255.5,4,100000,
16061,2098.5,4,100000,
16062,2704.5,4,100000,
16063,2408,4,100000,
16064,2113.5,4,100000,
16065,2850,4,100000,
16066,2717,4,100000,
16067,3245,4,100000,
16068,3024.5,4,100000,
16069,2734,4,100000,
16070,2403.5,4,100000,
16071,2104,4,100000,
16072,2811,4,100000,
16073,2544.5,4,100000,
16074,2444,4,100000,
16075,2971.5,4,100000,
16076,2720,4,100000,
16077,2455.5,4,100000,
16078,3332,4,100000,
16079,2857,4,100000,
16080,2761.5,4,100000,
16081,3301.5,4,100000,
16082,2037,4,100000,
16083,3053,4,100000,
16084,2415.5,4,100000,
16085,3132,4,100000,
16086,2844.5,4,100000,
16087,2563.5,4,100000,
16088,2319,4,100000,
16089,2984,4,100000,
16090,2737.5,4,100000,
16091,2423,4,100000,
16092,2139,4,100000,
16093,2858.5,4,100000,
16094,2553.5,4,100000,
16095,2269,4,100000,
16096,2946,4,100000,
16097,2699,4,100000,
16098,2399,4,100000,
16099,2119,4,100000,
16100,2839,4,100000,
16101,2540.5,4,100000,
16102,2251.5,4,100000,
16103,2920,4,100000,
16104,2678,4,100000,
16105,2381,4,100000,
16106,2125.5,4,100000,
16107,2812.5,4,100000,
16108,2735,4,100000,
16109,2364.5,4,100000,
16110,1994.5,4,100000,
16111,2660.5,4,100000,
16112,2548,4,100000,
16113,3064.5,4,100000,
16114,2971.5,4,100000,
16115,2651,4,100000,
16116,2231,4,100000,
16117,2914,4,100000,
16118,2609.5,4,100000,
16119,2369,4,100000,
16120,3068,4,100000,
16121,2774,4,100000,
16122,2506.5,4,100000,
16123,2365.5,4,100000,
16124,2914,4,100000,
16125,2788.5,4,100000,
16126,2332.5,4,100000,
16127,2991.5,4,100000,
16128,2858.5,4,100000,
16129,3064.5,4,100000,
16130,2302,4,100000,
16131,2794.5,4,100000,
16132,2488.5,4,100000,
16133,2415.5,4,100000,
16134,1923.5,4,100000,
16135,2573,4,100000,
16136,3447,4,100000,
16137,2033,4,100000,
16138,2677.5,4,100000,
16139,2567,4,100000,
16140,2105.5,4,100000,
16141,1838,4,100000,
16142,2475,4,100000,
16143,2262.5,4,100000,
16144,1956,4,100000,
16145,2680.5,4,100000,
16146,2367,4,100000,
16147,2084.5,4,100000,
16148,2821,4,100000,
16149,2516.5,4,100000,
16150,2245,4,100000,
16151,2916,4,100000,
16152,29241.5,4,100000,
16153,2386.5,4,100000,
16154,2087,4,100000,
16155,3396.5,4,100000,
16156,2538.5,4,100000,
16157,2224.5,4,100000,
16158,2924.5,4,100000,
16159,2655.5,4,100000,
16160,2361,4,100000,
16161,2227,4,100000,
16162,2773,4,100000,
16163,2486.5,4,100000,
16164,2345.5,4,100000,
16165,NULL,4,100000,
16166,2653.5,4,100000,
16167,2511.5,4,100000,
16168,2006,4,100000,
16169,2907.5,4,100000,
16170,2446,4,100000,
16171,2138,4,100000,
16172,2834,4,100000,
16173,2561.5,4,100000,
16174,2254.5,4,100000,
16175,2238,4,100000,
16176,2694.5,4,100000,
16177,2463.5,4,100000,
16178,2268,4,100000,
16179,2850.5,4,100000,
16180,2548.5,4,100000,
16181,2294,4,100000,
16182,1989,4,100000,
16183,2636.5,4,100000,
16184,2672,4,100000,
16185,2127.5,4,100000,
16186,2959.5,4,100000,
16187,2565,4,100000,
16188,2262,4,100000,
16189,3007,4,100000,
16190,2656,4,100000,
16191,2407.5,4,100000,
16192,3065,4,100000,
16193,2846.5,4,100000,
16194,2709,4,100000,
16195,2264.5,4,100000,
16196,1993.5,4,100000,
16197,2690,4,100000,
16198,2398.5,4,100000,
16199,2145,4,100000,
16200,2783,4,100000,
16201,2463.5,4,100000,
16202,2333,4,100000,
16203,2839.5,4,100000,
16204,2769.5,4,100000,
16205,2273.5,4,100000,
16206,2171.5,4,100000,
16207,2704,4,100000,
16208,2400,4,100000,
16209,3066,4,100000,
16210,2853.5,4,100000,
16211,2532,4,100000,
16212,2402,4,100000,
16213,2943.5,4,100000,
16214,2627,4,100000,
16215,2353.5,4,100000,
16216,2258,4,100000,
16217,2782,4,100000,
16218,2523.5,4,100000,
16219,3237.5,4,100000,
16220,2398,4,100000,
16221,2999.5,4,100000,
16222,2322,4,100000,
16223,2996,4,100000,
16224,2722.5,4,100000,
16225,2496.5,4,100000,
16226,2171.5,4,100000,
16227,2134,4,100000,
16228,2603.5,4,100000,
16229,2374,4,100000,
16230,2096,4,100000,
16231,2759.5,4,100000,
16232,2516,4,100000,
16233,2371,4,100000,
16234,1930,4,100000,
16235,2562,4,100000,
16236,2546.5,4,100000,
16237,3194.5,4,100000,
16238,2691.5,4,100000,
16239,2445.5,4,100000,
16240,2177,4,100000,
16241,2843.5,4,100000,
16242,2613.5,4,100000,
16243,2314.5,4,100000,
16244,2195,4,100000,
16245,2658.5,4,100000,
16246,2390.5,4,100000,
16247,2314.5,4,100000,
16248,2817,4,100000,
16249,2472,4,100000,
16250,2198.5,4,100000,
16251,2928.5,4,100000,
16252,2752.5,4,100000,
16253,3264.5,4,100000,
16254,2179,4,100000,
16255,2710,4,100000,
16256,3274.5,4,100000,
16257,2030,4,100000,
16258,2741,4,100000,
16259,2570,4,100000,
16260,3077,4,100000,
16261,2876,4,100000,
16262,3594,4,100000,
16263,2497,4,100000,
16264,2044,4,100000,
16265,2774.5,4,100000,
16266,2517.5,4,100000,
16267,3269,4,100000,
16268,2991.5,4,100000,
16269,2709,4,100000,
16270,2591.5,4,100000,
16271,3169,4,100000,
16272,1918.5,4,100000,
16273,2715,4,100000,
16274,6333.5,4,100000,
16275,2120,4,100000,
16276,2987,4,100000,
16277,2570.5,4,100000,
16278,2317.5,4,100000,
16279,2051.5,4,100000,
16280,1775,4,100000,
16281,2474.5,4,100000,
16282,2375,4,100000,
16283,3044.5,4,100000,
16284,2662.5,4,100000,
16285,2363,4,100000,
16286,3044,4,100000,
16287,2796,4,100000,
16288,2523.5,4,100000,
16289,2422.5,4,100000,
16290,2936.5,4,100000,
16291,2645.5,4,100000,
16292,2365.5,4,100000,
16293,2211,4,100000,
16294,2768.5,4,100000,
16295,2639.5,4,100000,
16296,2164.5,4,100000,
16297,2916.5,4,100000,
16298,2815.5,4,100000,
16299,2310,4,100000,
16300,2014.5,4,100000,
16301,3730.5,4,100000,
16302,2456.5,4,100000,
16303,2509,4,100000,
16304,1862,4,100000,
16305,2749.5,4,100000,
16306,2254.5,4,100000,
16307,2143.5,4,100000,
16308,2666.5,4,100000,
16309,2365,4,100000,
16310,2064,4,100000,
16311,2741.5,4,100000,
16312,2414,4,100000,
16313,2254,4,100000,
16314,2834,4,100000,
16315,2566,4,100000,
16316,2320,4,100000,
16317,2009.5,4,100000,
16318,2834,4,100000,
16319,2441,4,100000,
16320,2154.5,4,100000,
16321,2834.5,4,100000,
16322,2530,4,100000,
16323,2291,4,100000,
16324,1999,4,100000,
16325,2666,4,100000,
16326,2424.5,4,100000,
16327,2121.5,4,100000,
16328,2795,4,100000,
16329,2499.5,4,100000,
16330,2295.5,4,100000,
16331,2001,4,100000,
16332,2713,4,100000,
16333,2579.5,4,100000,
16334,2140,4,100000,
16335,2860.5,4,100000,
16336,2566.5,4,100000,
16337,2246.5,4,100000,
16338,1975.5,4,100000,
16339,2699.5,4,100000,
16340,2387,4,100000,
16341,2142,4,100000,
16342,2839.5,4,100000,
16343,2538.5,4,100000,
16344,2243,4,100000,
16345,3135,4,100000,
16346,2675,4,100000,
16347,2398,4,100000,
16348,2089.5,4,100000,
16349,2811,4,100000,
16350,2528,4,100000,
16351,2216,4,100000,
16352,2007.5,4,100000,
16353,2676.5,4,100000,
16354,2379,4,100000,
16355,2140.5,4,100000,
16356,2801.5,4,100000,
16357,3518,4,100000,
16358,2239,4,100000,
16359,3478.5,4,100000,
16360,2841,4,100000,
16361,2394.5,4,100000,
16362,2126.5,4,100000,
16363,2825,4,100000,
16364,2345,4,100000,
16365,2273,4,100000,
16366,2032.5,4,100000,
16367,2762.5,4,100000,
16368,2480.5,4,100000,
16369,2214,4,100000,
16370,1954.5,4,100000,
16371,2689,4,100000,
16372,2421,4,100000,
16373,2156,4,100000,
16374,2901.5,4,100000,
16375,2650,4,100000,
16376,2376.5,4,100000,
16377,26548,4,100000,
16378,3075,4,100000,
16379,2586.5,4,100000,
16380,2330.5,4,100000,
16381,2325,4,100000,
16382,2806,4,100000,
16383,2541.5,4,100000,
16384,2335,4,100000,
16385,2018.5,4,100000,
16386,2769,4,100000,
16387,2517,4,100000,
16388,2296.5,4,100000,
16389,2029.5,4,100000,
16390,2722.5,4,100000,
16391,2509,4,100000,
16392,2216.5,4,100000,
16393,3894,4,100000,
16394,2609.5,4,100000,
16395,2392.5,4,100000,
16396,2109,4,100000,
16397,2809,4,100000,
16398,3555,4,100000,
16399,2315.5,4,100000,
16400,2023,4,100000,
16401,2770,4,100000,
16402,2467.5,4,100000,
16403,2207.5,4,100000,
16404,2929,4,100000,
16405,2644,4,100000,
16406,2387,4,100000,
16407,2097.5,4,100000,
16408,2814,4,100000,
16409,2504,4,100000,
16410,2262,4,100000,
16411,2000.5,4,100000,
16412,2708,4,100000,
16413,2425,4,100000,
16414,2098.5,4,100000,
16415,2120,4,100000,
16416,2571,4,100000,
16417,2281,4,100000,
16418,3019,4,100000,
16419,2725,4,100000,
16420,2487,4,100000,
16421,2146.5,4,100000,
16422,2885,4,100000,
16423,2601.5,4,100000,
16424,2364,4,100000,
16425,2102.5,4,100000,
16426,2805,4,100000,
16427,2711,4,100000,
16428,2386.5,4,100000,
16429,1989,4,100000,
16430,2675.5,4,100000,
16431,2429,4,100000,
16432,36553,4,100000,
16433,2832,4,100000,
16434,3732.5,4,100000,
16435,2312.5,4,100000,
16436,2044,4,100000,
16437,2793,4,100000,
16438,3473,4,100000,
16439,2257,4,100000,
16440,1999.5,4,100000,
16441,2710,4,100000,
16442,2414.5,4,100000,
16443,3344,4,100000,
16444,3091.5,4,100000,
16445,2562.5,4,100000,
16446,2646.5,4,100000,
16447,2104,4,100000,
16448,3070.5,4,100000,
16449,2849,4,100000,
16450,2428,4,100000,
16451,1989.5,4,100000,
16452,2671.5,4,100000,
16453,2409,4,100000,
16454,3135.5,4,100000,
16455,2848.5,4,100000,
16456,2656,4,100000,
16457,2298.5,4,100000,
16458,2049.5,4,100000,
16459,2916.5,4,100000,
16460,2728.5,4,100000,
16461,2221.5,4,100000,
16462,1937.5,4,100000,
16463,3624.5,4,100000,
16464,2381,4,100000,
16465,3099.5,4,100000,
16466,2852,4,100000,
16467,2589,4,100000,
16468,2287.5,4,100000,
16469,2037,4,100000,
16470,2747.5,4,100000,
16471,2473.5,4,100000,
16472,2172,4,100000,
16473,2911.5,4,100000,
16474,2587.5,4,100000,
16475,2329,4,100000,
16476,3056,4,100000,
16477,2793,4,100000,
16478,2505,4,100000,
16479,3240.5,4,100000,
16480,2980.5,4,100000,
16481,2706,4,100000,
16482,2433,4,100000,
16483,4161,4,100000,
16484,2908,4,100000,
16485,2650,4,100000,
16486,3368,4,100000,
16487,3258.5,4,100000,
16488,2844.5,4,100000,
16489,3209,4,100000,
16490,2320,4,100000,
16491,2057,4,100000,
16492,2816,4,100000,
16493,2938,4,100000,
16494,2273,4,100000,
16495,3231,4,100000,
16496,2706,4,100000,
16497,2431.5,4,100000,
16498,2163,4,100000,
16499,2867,4,100000,
16500,2767.5,4,100000,
16501,2293.5,4,100000,
16502,2132,4,100000,
16503,2909.5,4,100000,
16504,2400.5,4,100000,
16505,2312.5,4,100000,
16506,2851.5,4,100000,
16507,2541,4,100000,
16508,2382.5,4,100000,
16509,2962.5,4,100000,
16510,2662.5,4,100000,
16511,2364,4,100000,
16512,2258.5,4,100000,
16513,3215.5,4,100000,
16514,2511,4,100000,
16515,3225,4,100000,
16516,2942.5,4,100000,
16517,2792,4,100000,
16518,2309,4,100000,
16519,2124.5,4,100000,
16520,2782,4,100000,
16521,2507.5,4,100000,
16522,2200,4,100000,
16523,3447.5,4,100000,
16524,2640.5,4,100000,
16525,2375,4,100000,
16526,2286,4,100000,
16527,2803.5,4,100000,
16528,2555,4,100000,
16529,3464,4,100000,
16530,2978,4,100000,
16531,2730,4,100000,
16532,2455.5,4,100000,
16533,2158.5,4,100000,
16534,2837.5,4,100000,
16535,2791,4,100000,
16536,2294.5,4,100000,
16537,2967.5,4,100000,
16538,2713.5,4,100000,
16539,2426,4,100000,
16540,2224.5,4,100000,
16541,3387,4,100000,
16542,2572,4,100000,
16543,2282,4,100000,
16544,2936,4,100000,
16545,2697.5,4,100000,
16546,2434.5,4,100000,
16547,2175.5,4,100000,
16548,2894.5,4,100000,
16549,2644.5,4,100000,
16550,2332.5,4,100000,
16551,2043.5,4,100000,
16552,2781.5,4,100000,
16553,2492.5,4,100000,
16554,2411.5,4,100000,
16555,2946,4,100000,
16556,2806,4,100000,
16557,2400.5,4,100000,
16558,3105,4,100000,
16559,3411.5,4,100000,
16560,2752,4,100000,
16561,2214,4,100000,
16562,2946.5,4,100000,
16563,2666.5,4,100000,
16564,2447,4,100000,
16565,2173,4,100000,
16566,2836,4,100000,
16567,2629,4,100000,
16568,2320,4,100000,
16569,2039.5,4,100000,
16570,2733.5,4,100000,
16571,2467,4,100000,
16572,2208.5,4,100000,
16573,2887.5,4,100000,
16574,2654.5,4,100000,
16575,4549.5,4,100000,
16576,2127,4,100000,
16577,2998.5,4,100000,
16578,2538,4,100000,
16579,2232.5,4,100000,
16580,2976,4,100000,
16581,2667,4,100000,
16582,2358.5,4,100000,
16583,2072,4,100000,
16584,2774.5,4,100000,
16585,2501,4,100000,
16586,2599,4,100000,
16587,1976.5,4,100000,
16588,2713,4,100000,
16589,2463,4,100000,
16590,2184.5,4,100000,
16591,2922,4,100000,
16592,2663,4,100000,
16593,2393,4,100000,
16594,2174,4,100000,
16595,2882,4,100000,
16596,2674.5,4,100000,
16597,2363,4,100000,
16598,3091.5,4,100000,
16599,2840.5,4,100000,
16600,2609.5,4,100000,
16601,2352.5,4,100000,
16602,3028.5,4,100000,
16603,2821.5,4,100000,
16604,2559.5,4,100000,
16605,2299.5,4,100000,
16606,2992,4,100000,
16607,2763.5,4,100000,
16608,2501,4,100000,
16609,2244,4,100000,
16610,1967,4,100000,
16611,2690,4,100000,
16612,2423,4,100000,
16613,2195,4,100000,
16614,2882,4,100000,
16615,2813.5,4,100000,
16616,2362,4,100000,
16617,2144.5,4,100000,
16618,2821,4,100000,
16619,2566,4,100000,
16620,3278.5,4,100000,
16621,2022,4,100000,
16622,2715,4,100000,
16623,2451.5,4,100000,
16624,2220.5,4,100000,
16625,NULL,4,100000,
16626,2879.5,4,100000,
16627,2400,4,100000,
16628,2099.5,4,100000,
16629,2804,4,100000,
16630,2735.5,4,100000,
16631,2440,4,100000,
16632,3666,4,100000,
16633,2654,4,100000,
16634,2451.5,4,100000,
16635,2135.5,4,100000,
16636,2861.5,4,100000,
16637,2592,4,100000,
16638,2317.5,4,100000,
16639,2016.5,4,100000,
16640,2926,4,100000,
16641,2444,4,100000,
16642,3213,4,100000,
16643,3127,4,100000,
16644,2631.5,4,100000,
16645,2350.5,4,100000,
16646,2072.5,4,100000,
16647,2796,4,100000,
16648,2721.5,4,100000,
16649,2200.5,4,100000,
16650,3062,4,100000,
16651,2638.5,4,100000,
16652,2336,4,100000,
16653,2062,4,100000,
16654,2750.5,4,100000,
16655,2442,4,100000,
16656,2220.5,4,100000,
16657,2884.5,4,100000,
16658,2785,4,100000,
16659,2339.5,4,100000,
16660,2078,4,100000,
16661,2754,4,100000,
16662,3471.5,4,100000,
16663,2261,4,100000,
16664,2918.5,4,100000,
16665,2797,4,100000,
16666,2417.5,4,100000,
16667,2160,4,100000,
16668,2874,4,100000,
16669,2534.5,4,100000,
16670,2279.5,4,100000,
16671,2954,4,100000,
16672,2714.5,4,100000,
16673,2447,4,100000,
16674,2322,4,100000,
16675,2876,4,100000,
16676,2619,4,100000,
16677,2843,4,100000,
16678,2083,4,100000,
16679,2836,4,100000,
16680,2568,4,100000,
16681,2286.5,4,100000,
16682,2001.5,4,100000,
16683,2733.5,4,100000,
16684,2437.5,4,100000,
16685,2319,4,100000,
16686,2832,4,100000,
16687,2500.5,4,100000,
16688,2171,4,100000,
16689,3053,4,100000,
16690,2579.5,4,100000,
16691,2293,4,100000,
16692,3160,4,100000,
16693,2722,4,100000,
16694,2407.5,4,100000,
16695,2176,4,100000,
16696,2813,4,100000,
16697,2770,4,100000,
16698,2202,4,100000,
16699,1896.5,4,100000,
16700,2750,4,100000,
16701,2263,4,100000,
16702,2013.5,4,100000,
16703,2696.5,4,100000,
16704,2478,4,100000,
16705,35618.5,4,100000,
16706,2891,4,100000,
16707,2821,4,100000,
16708,2405,4,100000,
16709,2327,4,100000,
16710,2837,4,100000,
16711,2826.5,4,100000,
16712,2344,4,100000,
16713,2040,4,100000,
16714,2970.5,4,100000,
16715,2503.5,4,100000,
16716,2195,4,100000,
16717,2872,4,100000,
16718,2588,4,100000,
16719,2497,4,100000,
16720,3046.5,4,100000,
16721,2772.5,4,100000,
16722,2451.5,4,100000,
16723,2433,4,100000,
16724,2931,4,100000,
16725,2617,4,100000,
16726,2545.5,4,100000,
